Frame,Tracker,IoU
68,Fused,0.44264380270410325
69,CSRT,0.27496757457846954
69,KCF,0.31706496632455505
69,MIL,0.4206582170948339
69,BOOSTING,0.4181197331859446
69,MEDIANFLOW,0.8237728310502284
69,MOSSE,0.27648240637247273
69,Fused,0.43075356415478616
70,CSRT,0.2676716609982535
70,KCF,0.31840796019900497
70,MIL,0.4248245855930386
70,BOOSTING,0.4095359340426177
70,MEDIANFLOW,0.844073748902546
70,MOSSE,0.27580116792479703
70,Fused,0.43933265925176945
71,CSRT,0.25796735543596216
71,KCF,0.3103943331462844
71,MIL,0.40942277737175087
71,BOOSTING,0.37135735783190515
71,MEDIANFLOW,0.8205124431558963
71,MOSSE,0.26812178334470144
71,Fused,0.4125734438680315
72,CSRT,0.25211939307797204
72,KCF,0.3018137572311918
72,MIL,0.40014141312111745
72,BOOSTING,0.39070954056513857
72,MEDIANFLOW,0.8224975907253714
72,MOSSE,0.2642053512338092
72,Fused,0.4098543027345152
73,CSRT,0.23721081785597914
73,KCF,0.2826855123674912
73,MIL,0.3764798522863039
73,BOOSTING,0.36342975484460943
73,MEDIANFLOW,0.7841452155968285
73,MOSSE,0.2448974404595481
73,Fused,0.3850345274061286
74,CSRT,0.23752523501702727
74,KCF,0.2860885160232944
74,MIL,0.37697886716015144
74,BOOSTING,0.36606829768294985
74,MEDIANFLOW,0.7791718183108012
74,MOSSE,0.24669244341960264
74,Fused,0.3924240470680845
75,CSRT,0.8009682942669895
75,KCF,0.790187217559716
75,MIL,0.790187217559716
75,BOOSTING,0.790187217559716
75,MEDIANFLOW,0.790187217559716
75,MOSSE,0.7920493901520855
75,Fused,0.759729488324614
76,CSRT,0.8222660574465087
76,KCF,0.8166713488782759
76,MIL,0.8055843637814121
76,BOOSTING,0.8222660574465087
76,MEDIANFLOW,0.8167806512073057
76,MOSSE,0.8180432559665065
76,Fused,0.8073554472317996
77,CSRT,0.8336942485348168
77,KCF,0.8166713488782759
77,MIL,0.811110888831096
77,BOOSTING,0.811110888831096
77,MEDIANFLOW,0.8175884255092176
77,MOSSE,0.8180432559665065
77,Fused,0.8120835067002173
78,CSRT,0.8227062408306061
78,KCF,0.8007581670197347
78,MIL,0.8007581670197347
78,BOOSTING,0.811665731912507
78,MEDIANFLOW,0.8183153257106892
78,MOSSE,0.8081831071500911
78,Fused,0.8080860243169041
79,CSRT,0.9072099573802888
79,KCF,0.8806443232008314
79,MIL,0.8818177091457391
79,BOOSTING,0.8806443232008314
79,MEDIANFLOW,0.8646498436477347
79,MOSSE,0.8551505457810702
79,Fused,0.8362862913044101
80,CSRT,0.8443474646716542
80,KCF,0.8120072088308178
80,MIL,0.8010523958799821
80,BOOSTING,0.8175347418370805
80,MEDIANFLOW,0.8372369359140239
80,MOSSE,0.8027569430366917
80,Fused,0.8156324816515562
81,CSRT,0.8486255535829252
81,KCF,0.8160974444709816
81,MIL,0.7996568250399385
81,BOOSTING,0.8105839633311507
81,MEDIANFLOW,0.8397115111290333
