Frame,Tracker,Is_inside
195,CSRT,True
195,KCF,True
195,MIL,True
195,BOOSTING,True
195,MEDIANFLOW,True
195,MOSSE,True
196,Fused,True
196,CSRT,True
196,KCF,True
196,MIL,True
196,BOOSTING,True
196,MEDIANFLOW,True
196,MOSSE,True
197,Fused,True
197,CSRT,True
197,KCF,True
197,MIL,True
197,BOOSTING,True
197,MEDIANFLOW,True
197,MOSSE,True
198,Fused,True
198,CSRT,True
198,KCF,True
198,MIL,True
198,BOOSTING,True
198,MEDIANFLOW,True
198,MOSSE,True
199,Fused,True
199,CSRT,True
199,KCF,True
199,MIL,True
199,BOOSTING,True
199,MEDIANFLOW,True
199,MOSSE,True
200,Fused,True
200,CSRT,True
200,KCF,True
200,MIL,True
200,BOOSTING,True
200,MEDIANFLOW,True
200,MOSSE,True
201,Fused,True
201,CSRT,True
201,KCF,True
201,MIL,True
201,BOOSTING,True
201,MEDIANFLOW,True
201,MOSSE,True
202,Fused,True
202,CSRT,True
202,KCF,True
202,MIL,True
202,BOOSTING,True
202,MEDIANFLOW,True
202,MOSSE,True
203,Fused,True
203,CSRT,True
203,KCF,True
203,MIL,True
203,BOOSTING,True
203,MEDIANFLOW,True
203,MOSSE,True
204,Fused,True
204,CSRT,True
204,KCF,True
204,MIL,True
204,BOOSTING,True
