Frame,Tracker,x,y,w,h
251,CSRT,428,487,165,258
251,MIL,428,487,165,258
251,MOSSE,428,487,165,258
371,CSRT,1191,395,233,145
371,KCF,1191,395,233,145
371,MIL,1191,395,233,145
371,BOOSTING,1191,395,233,145
371,MEDIANFLOW,1191,395,233,145
371,MOSSE,1191,395,233,145
