Tracker,RMSE
Fuse,44.910399087386665
CSRT,49.004700531248055
KCF,57.84175111074666
MIL,64.20413073617182
BOOSTING,45.11651582292232
MEDIANFLOW,57.2626661188115
MOSSE,107.80449413277667
