Tracker,RMSE
Fuse,44.910399087386665
CSRT,52.149935094274845
KCF,57.93278583793089
MIL,66.73396080455346
BOOSTING,50.84955388245646
MEDIANFLOW,64.17446586427906
MOSSE,115.47959695735362
