Frame,Tracker,Distance
0,Fused,13.152946437965905
0,CSRT,13.341664064126334
0,KCF,13.341664064126334
0,MIL,13.341664064126334
0,BOOSTING,13.341664064126334
0,MEDIANFLOW,13.341664064126334
0,MOSSE,13.341664064126334
1,Fused,13.152946437965905
1,CSRT,13.152946437965905
1,KCF,13.152946437965905
1,MIL,13.152946437965905
1,BOOSTING,13.152946437965905
1,MEDIANFLOW,13.152946437965905
1,MOSSE,13.152946437965905
2,Fused,8.602325267042627
2,CSRT,7.810249675906654
2,KCF,7.810249675906654
2,MIL,10.0
2,BOOSTING,9.848857801796104
2,MEDIANFLOW,8.06225774829855
2,MOSSE,8.94427190999916
3,Fused,16.0312195418814
3,CSRT,12.041594578792296
3,KCF,8.94427190999916
3,MIL,16.0
3,BOOSTING,23.194827009486403
3,MEDIANFLOW,17.46424919657298
3,MOSSE,19.235384061671343
4,Fused,22.20360331117452
4,CSRT,20.8806130178211
4,KCF,11.661903789690601
4,MIL,23.345235059857504
4,BOOSTING,29.832867780352597
4,MOSSE,27.65863337187866
5,Fused,22.0
5,CSRT,21.095023109728988
5,KCF,13.601470508735444
5,MIL,22.0
5,BOOSTING,35.510561809129406
5,MEDIANFLOW,19.235384061671343
5,MOSSE,28.160255680657446
6,Fused,20.0
6,CSRT,21.095023109728988
6,KCF,10.295630140987
6,MIL,22.02271554554524
6,BOOSTING,29.832867780352597
6,MEDIANFLOW,17.26267650163207
6,MOSSE,28.284271247461902
7,Fused,13.152946437965905
7,CSRT,12.36931687685298
7,KCF,6.324555320336759
7,MIL,17.029386365926403
7,BOOSTING,20.12461179749811
7,MEDIANFLOW,11.0
7,MOSSE,22.80350850198276
8,Fused,4.123105625617661
8,CSRT,8.54400374531753
8,KCF,13.92838827718412
8,MIL,5.0
8,BOOSTING,11.704699910719626
8,MEDIANFLOW,2.0
8,MOSSE,12.041594578792296
9,Fused,7.211102550927978
9,CSRT,8.54400374531753
9,KCF,22.847319317591726
9,MIL,4.47213595499958
9,BOOSTING,12.165525060596439
9,MEDIANFLOW,7.615773105863909
9,MOSSE,8.246211251235321
10,Fused,7.0710678118654755
10,CSRT,8.602325267042627
10,KCF,26.40075756488817
10,MIL,7.0710678118654755
10,BOOSTING,9.219544457292887
10,MEDIANFLOW,9.0
10,MOSSE,5.0
11,Fused,13.341664064126334
11,CSRT,15.231546211727817
11,KCF,30.364452901377952
11,MIL,14.142135623730951
11,BOOSTING,10.770329614269007
11,MEDIANFLOW,14.317821063276353
11,MOSSE,8.602325267042627
12,Fused,1.4142135623730951
12,CSRT,2.23606797749979
12,KCF,20.0
12,MIL,4.47213595499958
12,BOOSTING,11.661903789690601
12,MEDIANFLOW,1.4142135623730951
12,MOSSE,8.54400374531753
13,Fused,2.0
13,CSRT,2.23606797749979
13,KCF,21.633307652783937
13,MIL,7.280109889280518
13,BOOSTING,9.899494936611665
13,MEDIANFLOW,1.4142135623730951
13,MOSSE,7.211102550927978
14,Fused,11.180339887498949
14,CSRT,10.0
14,KCF,26.627053911388696
14,MIL,13.038404810405298
14,BOOSTING,10.44030650891055
14,MEDIANFLOW,12.041594578792296
14,MOSSE,11.40175425099138
15,Fused,11.40175425099138
15,CSRT,12.041594578792296
15,KCF,24.596747752497688
15,MIL,13.038404810405298
15,BOOSTING,9.219544457292887
15,MEDIANFLOW,14.0
15,MOSSE,11.40175425099138
16,Fused,11.045361017187261
16,CSRT,8.94427190999916
16,KCF,26.92582403567252
16,MIL,13.152946437965905
16,BOOSTING,4.0
16,MEDIANFLOW,14.560219778561036
16,MOSSE,8.54400374531753
17,Fused,16.64331697709324
17,CSRT,9.0
17,KCF,33.015148038438355
17,MIL,22.20360331117452
17,BOOSTING,2.0
17,MEDIANFLOW,21.95449840010015
17,MOSSE,14.422205101855956
18,Fused,16.278820596099706
18,CSRT,8.06225774829855
18,KCF,33.301651610693426
18,MIL,21.95449840010015
18,BOOSTING,4.47213595499958
18,MEDIANFLOW,20.518284528683193
18,MOSSE,18.027756377319946
19,Fused,15.652475842498529
19,CSRT,7.211102550927978
19,KCF,31.400636936215164
19,MIL,20.8806130178211
19,BOOSTING,2.23606797749979
19,MEDIANFLOW,17.4928556845359
19,MOSSE,21.587033144922902
20,Fused,30.886890422961002
20,CSRT,22.847319317591726
20,KCF,43.9089968002003
20,MIL,29.154759474226502
20,BOOSTING,29.68164415931166
20,MEDIANFLOW,26.0
20,MOSSE,35.510561809129406
21,Fused,32.802438933713454
21,CSRT,25.238858928247925
21,KCF,44.654227123532216
21,MIL,32.64965543462902
21,BOOSTING,40.70626487409524
21,MEDIANFLOW,25.553864678361276
21,MOSSE,35.17101079013795
22,Fused,35.90264614203248
22,CSRT,29.732137494637012
22,KCF,46.09772228646444
