Frame,Tracker,Distance
0,Fused,13.152946437965905
0,CSRT,16.1245154965971
0,KCF,13.341664064126334
0,MIL,17.11724276862369
0,BOOSTING,15.132745950421556
0,MEDIANFLOW,19.026297590440446
0,MOSSE,17.029386365926403
1,Fused,13.152946437965905
1,CSRT,19.026297590440446
1,KCF,16.0312195418814
1,MIL,21.02379604162864
1,BOOSTING,23.194827009486403
1,MEDIANFLOW,22.20360331117452
1,MOSSE,22.360679774997898
2,Fused,8.602325267042627
2,CSRT,10.0
2,KCF,7.211102550927978
2,MIL,16.278820596099706
2,BOOSTING,18.24828759089466
2,MEDIANFLOW,12.165525060596439
2,MOSSE,17.11724276862369
3,Fused,16.0312195418814
3,CSRT,13.152946437965905
3,KCF,9.848857801796104
3,MIL,17.11724276862369
3,BOOSTING,28.284271247461902
3,MEDIANFLOW,20.8806130178211
3,MOSSE,22.561028345356956
4,Fused,22.20360331117452
4,CSRT,19.4164878389476
4,KCF,11.40175425099138
4,MIL,20.09975124224178
4,BOOSTING,23.345235059857504
4,MOSSE,23.194827009486403
5,Fused,22.0
5,CSRT,16.278820596099706
5,KCF,13.92838827718412
5,MIL,16.76305461424021
5,BOOSTING,28.0178514522438
5,MEDIANFLOW,19.235384061671343
5,MOSSE,21.095023109728988
6,Fused,20.0
6,CSRT,14.560219778561036
6,KCF,11.180339887498949
6,MIL,17.08800749063506
6,BOOSTING,18.0
6,MEDIANFLOW,16.492422502470642
6,MOSSE,20.09975124224178
7,Fused,13.152946437965905
7,CSRT,5.385164807134504
7,KCF,10.295630140987
7,MIL,11.40175425099138
7,BOOSTING,10.44030650891055
7,MEDIANFLOW,9.055385138137417
7,MOSSE,14.035668847618199
8,Fused,4.123105625617661
8,CSRT,5.385164807134504
8,KCF,19.235384061671343
8,MIL,3.1622776601683795
8,BOOSTING,6.082762530298219
8,MEDIANFLOW,3.0
8,MOSSE,3.605551275463989
9,Fused,7.211102550927978
9,CSRT,10.44030650891055
9,KCF,28.635642126552707
9,MIL,10.04987562112089
9,BOOSTING,10.63014581273465
9,MEDIANFLOW,11.045361017187261
