Tracker,RMSE
Fuse,49.031334357520024
CSRT,52.14097140326793
KCF,59.0966419735571
MIL,66.73396080455346
BOOSTING,50.84955388245646
MEDIANFLOW,62.57856079510331
MOSSE,190.00834329110714
