Tracker,RMSE
Fuse,44.23267059518408
CSRT,48.981858599997125
KCF,58.725919612310136
MIL,64.20413073617182
BOOSTING,45.11651582292232
MEDIANFLOW,52.734103901419566
MOSSE,89.1061556613469
