Tracker,RMSE
Fuse,43.90468171201317
CSRT,52.14097140326793
KCF,59.0966419735571
MIL,66.73396080455346
BOOSTING,50.84955388245646
MEDIANFLOW,60.37133319995861
MOSSE,103.91880723483034
