Tracker,RMSE
Fuse,40.549807462501
CSRT,62.339433090402636
KCF,46.87064265462063
MIL,77.60355323958971
BOOSTING,75.85609758604517
MEDIANFLOW,35.37277027195253
MOSSE,110.7482402897343
