Frame,Tracker,Distance
0,Fused,9.219544457292887
0,CSRT,1.0
0,KCF,9.219544457292887
0,MIL,5.0
0,BOOSTING,2.0
0,MEDIANFLOW,3.1622776601683795
1,Fused,24.596747752497688
1,CSRT,5.0
1,KCF,16.15549442140351
1,MIL,5.830951894845301
1,BOOSTING,9.899494936611665
1,MEDIANFLOW,2.23606797749979
2,Fused,28.178005607210743
2,CSRT,4.123105625617661
2,KCF,21.18962010041709
2,MIL,6.708203932499369
2,BOOSTING,9.486832980505138
2,MEDIANFLOW,4.242640687119285
3,Fused,14.422205101855956
3,CSRT,7.0
3,KCF,21.540659228538015
3,MIL,5.0
3,BOOSTING,7.810249675906654
3,MEDIANFLOW,3.0
4,Fused,1.0
4,CSRT,2.8284271247461903
4,KCF,21.18962010041709
4,MIL,6.708203932499369
4,BOOSTING,11.40175425099138
4,MEDIANFLOW,4.47213595499958
5,Fused,11.40175425099138
5,CSRT,5.656854249492381
5,KCF,22.360679774997898
5,MIL,7.810249675906654
5,BOOSTING,16.76305461424021
5,MEDIANFLOW,6.4031242374328485
5,MOSSE,5.0990195135927845
6,Fused,16.278820596099706
6,CSRT,19.4164878389476
6,KCF,29.274562336608895
6,MIL,12.649110640673518
6,BOOSTING,24.0
6,MEDIANFLOW,14.317821063276353
6,MOSSE,9.433981132056603
7,Fused,6.708203932499369
7,CSRT,3.1622776601683795
7,KCF,13.152946437965905
7,MIL,4.47213595499958
7,BOOSTING,25.495097567963924
7,MOSSE,5.830951894845301
8,Fused,10.0
8,CSRT,15.811388300841896
8,KCF,11.40175425099138
8,MIL,14.142135623730951
8,BOOSTING,6.4031242374328485
8,MEDIANFLOW,8.0
8,MOSSE,6.4031242374328485
9,Fused,13.038404810405298
9,CSRT,10.44030650891055
9,KCF,9.055385138137417
9,MIL,13.0
9,BOOSTING,7.280109889280518
9,MEDIANFLOW,11.661903789690601
9,MOSSE,2.0
10,Fused,13.601470508735444
10,CSRT,13.892443989449804
10,KCF,11.704699910719626
10,MIL,17.0
10,BOOSTING,14.0
10,MEDIANFLOW,8.94427190999916
10,MOSSE,2.0
11,Fused,13.038404810405298
11,CSRT,13.92838827718412
11,KCF,13.601470508735444
11,MIL,22.80350850198276
11,BOOSTING,17.72004514666935
11,MEDIANFLOW,8.0
11,MOSSE,9.848857801796104
12,Fused,13.038404810405298
12,CSRT,15.524174696260024
12,KCF,13.892443989449804
12,MIL,25.0
12,BOOSTING,27.018512172212592
12,MEDIANFLOW,2.23606797749979
12,MOSSE,16.76305461424021
13,Fused,5.385164807134504
13,CSRT,13.45362404707371
13,KCF,25.553864678361276
13,MIL,25.632011235952593
13,BOOSTING,20.396078054371138
13,MEDIANFLOW,7.280109889280518
13,MOSSE,27.892651361962706
14,Fused,6.4031242374328485
14,CSRT,16.64331697709324
14,KCF,31.906112267087632
14,MIL,23.345235059857504
14,BOOSTING,16.401219466856727
14,MEDIANFLOW,14.866068747318506
14,MOSSE,34.20526275297414
15,Fused,24.20743687382041
15,CSRT,32.449961479175904
15,KCF,46.75467891024384
15,MIL,14.866068747318506
15,BOOSTING,26.92582403567252
15,MEDIANFLOW,31.400636936215164
15,MOSSE,49.64876634922564
16,Fused,22.360679774997898
16,CSRT,29.068883707497267
16,KCF,47.16990566028302
16,MIL,11.180339887498949
16,BOOSTING,17.029386365926403
16,MEDIANFLOW,34.539832078341085
16,MOSSE,53.75872022286245
17,Fused,23.40939982143925
17,CSRT,28.844410203711913
17,KCF,47.885279575251516
17,MIL,13.92838827718412
17,BOOSTING,20.8806130178211
17,MEDIANFLOW,37.0
17,MOSSE,54.120236510939236
18,Fused,37.73592452822641
18,CSRT,41.773197148410844
18,KCF,62.42595614005443
18,MIL,7.615773105863909
18,BOOSTING,36.76955262170047
18,MEDIANFLOW,49.193495504995376
18,MOSSE,65.92419889539804
19,Fused,13.038404810405298
19,CSRT,3.0
19,KCF,3.0
19,MIL,9.0
19,BOOSTING,3.1622776601683795
19,MEDIANFLOW,51.264022471905186
20,Fused,15.811388300841896
20,CSRT,9.219544457292887
20,KCF,10.0
20,MIL,16.1245154965971
20,BOOSTING,10.816653826391969
20,MEDIANFLOW,56.515484603779164
20,MOSSE,18.439088914585774
21,Fused,16.1245154965971
21,CSRT,11.40175425099138
21,KCF,9.486832980505138
21,MIL,15.231546211727817
21,BOOSTING,13.152946437965905
21,MEDIANFLOW,52.773099207835045
21,MOSSE,17.0
22,Fused,10.0
22,CSRT,8.246211251235321
22,KCF,11.045361017187261
22,MIL,19.849433241279208
22,BOOSTING,8.06225774829855
22,MEDIANFLOW,60.53924347066124
22,MOSSE,16.401219466856727
23,Fused,15.264337522473747
23,CSRT,9.433981132056603
23,KCF,15.524174696260024
23,MIL,20.518284528683193
23,BOOSTING,8.602325267042627
23,MEDIANFLOW,63.631753079732135
23,MOSSE,19.4164878389476
24,Fused,17.204650534085253
24,CSRT,10.295630140987
24,KCF,15.524174696260024
24,MIL,21.93171219946131
24,BOOSTING,8.246211251235321
24,MEDIANFLOW,65.0
24,MOSSE,19.4164878389476
25,Fused,14.317821063276353
25,CSRT,4.0
25,KCF,7.615773105863909
25,MIL,17.4928556845359
25,BOOSTING,3.0
25,MEDIANFLOW,59.93329625508679
25,MOSSE,15.524174696260024
26,Fused,13.92838827718412
26,CSRT,1.4142135623730951
26,KCF,7.280109889280518
26,MIL,20.518284528683193
26,BOOSTING,2.8284271247461903
26,MEDIANFLOW,61.29437168288782
26,MOSSE,15.231546211727817
27,Fused,21.02379604162864
27,CSRT,13.416407864998739
