Frame,Tracker,Rmse
0,Fuse,9.219544457292887
0,CSRT,1.0
0,KCF,9.219544457292887
0,MIL,5.0
0,BOOSTING,2.0
0,MEDIANFLOW,3.1622776601683795
1,Fuse,18.57417562100671
1,CSRT,3.605551275463989
1,KCF,13.152946437965905
1,MIL,5.431390245600108
1,BOOSTING,7.14142842854285
1,MEDIANFLOW,2.7386127875258306
2,Fuse,22.241103090149704
2,CSRT,3.7859388972001824
2,KCF,16.278820596099706
2,MIL,5.887840577551898
2,BOOSTING,8.0
2,MEDIANFLOW,3.3166247903554
3,Fuse,20.566963801203133
3,CSRT,4.795831523312719
3,KCF,17.741194999210173
3,MIL,5.678908345800274
3,BOOSTING,7.952986860293433
3,MEDIANFLOW,3.24037034920393
4,Fuse,18.40108692441835
4,CSRT,4.47213595499958
4,KCF,18.482424083436676
4,MIL,5.89915248150105
4,BOOSTING,8.752142594816426
4,MEDIANFLOW,3.521363372331802
5,Fuse,17.430815624443202
5,CSRT,4.69041575982343
5,KCF,19.183326093250876
5,MIL,6.258327785172862
5,BOOSTING,10.519822558706334
5,MEDIANFLOW,4.143267631552018
5,MOSSE,5.0990195135927845
6,Fuse,17.270950011094186
6,CSRT,8.52726718909908
6,KCF,20.92503626895645
6,MIL,7.511895328648518
6,BOOSTING,13.309502512973847
6,MEDIANFLOW,6.6332495807108
6,MOSSE,7.582875444051551
7,Fuse,16.328655792807933
7,CSRT,8.054501846793507
7,KCF,20.11839953873071
7,MIL,7.202430145443967
7,BOOSTING,15.370426148939398
7,MEDIANFLOW,6.6332495807108
7,MOSSE,7.047458170621991
8,Fuse,15.75154313428088
8,CSRT,9.243616415908031
8,KCF,19.344824171395878
8,MIL,8.266397845091497
8,BOOSTING,14.647715028479887
8,MEDIANFLOW,6.819090848492928
8,MOSSE,6.892024376045111
9,Fuse,15.501612819316577
9,CSRT,9.370165420097983
9,KCF,18.57417562100671
9,MIL,8.854377448471462
9,BOOSTING,14.085453489327207
9,MEDIANFLOW,7.512951779723097
9,MOSSE,6.2289646009589745
10,Fuse,15.338602520201352
10,CSRT,9.86730137188666
10,KCF,18.057987404218363
10,MIL,9.876510241246882
10,BOOSTING,14.077706424763168
10,MEDIANFLOW,7.6681158050723255
10,MOSSE,5.744562646538029
11,Fuse,15.160255055022436
11,CSRT,10.267261887507626
11,KCF,17.729448195962934
11,MIL,11.521718621802913
11,BOOSTING,14.416425816870607
11,MEDIANFLOW,7.6988783126327744
11,MOSSE,6.491753010001008
12,Fuse,15.007690336316552
12,CSRT,10.76318511622623
12,KCF,17.46424919657298
12,MIL,13.06198241521495
12,BOOSTING,15.748015748023622
12,MEDIANFLOW,7.399324293474371
12,MOSSE,8.48528137423857
13,Fuse,14.533213193037723
13,CSRT,10.977249200050075
13,KCF,18.161969685503355
13,MIL,14.33028760552777
13,BOOSTING,16.1245154965971
13,MEDIANFLOW,7.3902222304464305
13,MOSSE,12.265579661982732
14,Fuse,14.13742079258684
14,CSRT,11.442610424782158
14,KCF,19.383842068417017
14,MIL,15.0996688705415
14,BOOSTING,16.143109985377663
14,MEDIANFLOW,8.154753215150045
14,MOSSE,15.8871016865884
15,Fuse,14.966629547095765
15,CSRT,13.731806144859458
15,KCF,22.110517859154726
15,MIL,15.085174841545589
15,BOOSTING,17.01837242511751
15,MEDIANFLOW,11.304866208850063
15,MOSSE,21.29660664391054
16,Fuse,15.49952560943873
16,CSRT,15.072374417729787
16,KCF,24.310491562286437
16,MIL,14.883864140897883
16,BOOSTING,17.019020501295877
16,MEDIANFLOW,13.941843493598686
16,MOSSE,25.62388208943628
17,Fuse,16.041612554021285
17,CSRT,16.148615351719098
17,KCF,26.183115848873975
17,MIL,14.832396974191326
17,BOOSTING,17.256238807393046
17,MEDIANFLOW,16.231777112666812
17,MOSSE,28.83374091901041
18,Fuse,17.853202572795258
18,CSRT,18.409093862602397
18,KCF,29.233182299715867
18,MIL,14.542134788624617
18,BOOSTING,18.79529616406022
18,MEDIANFLOW,19.577481395158514
18,MOSSE,32.900282239345174
19,Fuse,17.643695757975426
19,CSRT,17.95550054997075
19,KCF,28.50087717948344
19,MIL,14.31607488105591
19,BOOSTING,18.33303030052588
19,MEDIANFLOW,22.392432932389884
19,MOSSE,32.900282239345174
20,Fuse,17.56077880906631
20,CSRT,17.63789211031857
20,KCF,27.899479428493866
20,MIL,14.407339399466807
20,BOOSTING,18.046236911518886
20,MEDIANFLOW,25.220031720836513
20,MOSSE,32.139280224257256
21,Fuse,17.49805183961398
21,CSRT,17.40297780161879
21,KCF,27.332963781685095
21,MIL,14.445823554987033
21,BOOSTING,17.852934569063788
21,MEDIANFLOW,27.173166035281064
21,MOSSE,31.407602582814246
22,Fuse,17.23999394734081
22,CSRT,17.107079643032105
22,KCF,26.83119534195711
22,MIL,14.72206270991883
22,BOOSTING,17.541255718274932
22,MEDIANFLOW,29.519639071457004
22,MOSSE,30.728411838519204
23,Fuse,17.16221625159952
23,CSRT,16.85724374465371
23,KCF,26.456725672942472
23,MIL,15.008331019803634
23,BOOSTING,17.261469616847034
23,MEDIANFLOW,31.77365602808881
23,MOSSE,30.211292958465418
24,Fuse,17.16391563717324
24,CSRT,16.644518617250547
24,KCF,26.107470195329153
24,MIL,15.345357604174625
24,BOOSTING,16.992939710362066
24,MEDIANFLOW,33.81629291727091
24,MOSSE,29.740987135424298
25,Fuse,17.063230824021755
25,CSRT,16.34013463836819
25,KCF,25.644012646529884
25,MIL,15.433480090125743
25,BOOSTING,16.673332000533065
25,MEDIANFLOW,35.234642044442566
