Tracker,RMSE
Fuse,36.37915093773932
CSRT,62.339433090402636
KCF,43.724788654230714
MIL,77.60355323958971
BOOSTING,75.85609758604517
MEDIANFLOW,48.269881722265296
MOSSE,101.77908802215065
